31371;18204;31516;24260;22572;34363;88939;25529;16216;80240;39897;95485
81766;26313;93957;25002;13141;13506;14158;36291;83758;13675;33149;38340
24332;29600;82503;10324;38958;37681;30864;37866;93288;15026;85687;11328
90723;81834;31696;36857;11609;37270;36483;26923;12260;25876;36986;98701
14319;96721;15120;13614;32306;88993;36585;34828;39078;18431;39871;92735
28561;24048;86016;19826;13121;30471;88743;13771;97754;23833;12127;26534
27772;91727;89045;39528;28553;21148;33159;30596;37666;29406;85667;20676
22177;91065;80443;29370;30486;33066;24375;10289;83829;19340;19653;38067
22673;15855;26130;10718;93353;12598;12956;35601;27430;36352;85052;94030
13325;87367;14988;29403;34303;12914;11081;39833;29757;92644;96552;32745
