85188;24071;26594;31333;30880;21084;33016;91668;35331;90822;39976;16468
12771;97264;33939;94700;23034;22006;95666;38229;36410;12746;16733;38351
91219;96454;93001;30256;17851;14035;20986;25029;27833;24875;13754;39197
84527;98526;14587;39011;25977;16940;17921;36520;35543;85820;33039;33876
28923;35618;32219;88723;23517;95894;88289;10053;33574;12414;10658;10473
19407;15100;93189;10217;17697;37901;12552;33208;22469;99174;28443;98093
14445;19843;36371;82212;94608;39976;14601;30080;16377;37474;39187;93058
34419;81549;24950;22345;17556;28494;92912;84270;30710;27957;37002;18148
17663;94802;26702;19918;92794;11090;29631;11285;11975;13767;98411;30735
17734;21813;20124;87855;10379;91451;28818;14642;12598;31684;98908;11291
