22900;91780;24169;35004;30178;16916;22672;91452;88625;39148;10122;25371
15332;87042;92205;12149;88478;38705;14584;31643;38035;26274;14340;32478
10545;19889;38896;23176;19402;38566;33749;36348;84597;14191;94557;98433
36497;11532;90921;95505;16741;12076;32570;87688;13719;39538;13866;13167
22091;99799;27070;87697;20156;38400;27153;85914;29950;39570;16237;19730
39509;34873;92606;26551;16801;33853;10807;97206;11301;22098;80424;30310
80478;85740;17643;98672;38833;39911;20848;20514;39017;10093;32695;38133
15445;14975;18579;39948;27588;28505;38033;19878;21171;98244;81226;88449
32013;24082;32148;19571;35998;21078;29627;81233;29863;20583;97818;80545
91156;98128;27579;14382;33794;15187;30855;24851;93762;23488;37274;14885
